ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
594210,              Kübel Boby soft green 15cm,    4.59,       0,    6.39,    12,       240,06.09.2021,360  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -120,1,     soft green,        D15xH13,              594208,0,
594211,              Kübel Boby soft mocca 11cm,    1.99,       0,    2.79,    24,       312,06.09.2021,480  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -168,1,     soft mocca,         D11xH9,              594208,24,
594212,            Kübel Boby soft mocca 12.5cm,    2.99,       0,    4.19,    18,       342,06.09.2021,486  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -144,1,     soft mocca,      D12.5xH11,              594208,0,
594213,              Kübel Boby soft mocca 15cm,    4.59,       0,    6.39,    12,       360,06.09.2021,456  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            -96,1,     soft mocca,        D15xH13,              594208,0,
594214,              Kübel Boby soft berry 11cm,    1.99,       0,    2.79,    24,       240,06.09.2021,480  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -240,1,     soft berry,         D11xH9,              594208,0,
594215,            Kübel Boby soft berry 12.5cm,    2.99,       0,    4.19,    18,       234,06.09.2021,450  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -216,1,     soft berry,      D12.5xH11,              594208,0,
594216,              Kübel Boby soft berry 15cm,    4.59,       0,    6.39,    12,       216,06.09.2021,360  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -144,1,     soft berry,        D15xH13,              594208,0,
594227,               Kübel Puck schwarz 12.5cm,    2.99,       0,    4.19,    18,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,        schwarz,      D12.5xH12,              594217,1,
594242,                   Kübel Puck chrom 11cm,    2.39,       0,    3.29,    24,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             48,1,          chrom,       D11xH9.5,              594217,48,
594244,                 Kübel Puck chrom 14.5cm,    4.69,       0,    6.59,    12,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             18,1,          chrom,      D14.5xH13,              594217,18,
594260,             Kübel Balun weiß/rosa 8.5cm,    0.99,       0,    1.39,    24,       456,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            456,1,      weiß/rosa,        D8.5xH8,              594260,456,
594261,              Kübel Balun weiß/rosa 13cm,    2.99,       0,    4.19,    18,        90,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             90,1,      weiß/rosa,        D13xH13,              594260,90,
594263,             Kübel Balun weiß/mint 8.5cm,    0.99,       0,    1.39,    24,       336,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            336,1,      weiß/mint,        D8.5xH8,              594260,336,
594264,              Kübel Balun weiß/mint 13cm,    2.99,       0,    4.19,    18,       198,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            198,1,      weiß/mint,        D13xH13,              594260,198,
594305,         Kübel Salvador soft rosé 12.5cm,    3.99,       0,    5.59,    12,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,      soft rosé,      D12.5xH15,              594302,36,
594308,              Kübel Salvador blau 12.5cm,    3.99,       0,    5.59,    12,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             60,1,           blau,      D12.5xH15,              594302,72,
594309,              Kübel Salvador blau 14.5cm,    5.99,       0,    8.59,     8,        88,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             88,1,           blau,      D14.5xH17,              594302,96,
594311,            Kübel Mitilo brown-wash 11cm,    1.99,       0,    2.89,    24,       264,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            264,1,     brown-wash,         D11xH9,              594311,288,
594312,            Kübel Mitilo brown-wash 12cm,    2.99,       0,    4.19,    18,       180,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            180,1,     brown-wash,        D12xH11,              594311,198,
594313,            Kübel Mitilo brown-wash 14cm,    3.99,       0,    5.59,    12,        72,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             72,1,     brown-wash,        D14xH13,              594311,84,
594314,            Kübel Mitilo brown-wash 17cm,    6.59,       0,    9.59,     8,        86,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             86,1,     brown-wash,        D17xH16,              594311,94,
594315,              Kübel Loony anthrazit 11cm,    1.99,       0,    2.89,    24,       360,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            360,1,      anthrazit,         D11xH9,              594315,384,
594316,               Kübel Loony anthazit 12cm,    2.99,       0,    4.19,    18,       198,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            198,1,       anthazit,        D12xH11,              594315,216,
594317,               Kübel Loony anthazit 14cm,    3.99,       0,    5.59,    12,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            144,1,       anthazit,        D14xH13,              594315,156,
594318,              Kübel Loony anthrazit 17cm,    6.59,       0,    9.59,     8,       136,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            136,1,      anthrazit,        D17xH16,              594315,136,
594319,              Kübel Karat blau-grau 11cm,    1.99,       0,    2.89,    24,       432,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            432,1,      blau-grau,         D11xH9,              594319,432,
594320,              Kübel Karat blau-grau 12cm,    2.99,       0,    4.19,    18,       324,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            324,1,      blau-grau,        D12xH11,              594319,324,
594321,              Kübel Karat blau-grau 14cm,    3.99,       0,    5.59,    12,       228,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            228,1,      blau-grau,        D14xH13,              594319,228,
594322,              Kübel Karat blau-grau 17cm,    6.59,       0,    9.59,     8,       143,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            143,1,      blau-grau,        D17xH16,              594319,143,
594327,            Mini-Kübel Mistra platin 8cm,    1.79,       0,    2.49,    36,       290,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            290,1,         platin,          D8xH6,              594323,290,
594328,                Kübel Mistra platin 11cm,    2.99,       0,    4.19,    24,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            144,1,         platin,         D11xH9,              594323,144,
594329,                Kübel Mistra platin 13cm,    3.99,       0,    5.59,    18,        14,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             14,1,         platin,        D13xH11,              594323,14,
